rank_within_available_evaluations,mode,source,repair_cost_usd,budget_remaining_usd,repaired_station_count,repaired_stations,repaired_road_component_count,served_total,served_ev,served_non_ev,finite_system_time_min,physical_in_vehicle_time_min,physical_wait_vehicle_min,physical_service_vehicle_min,charging_entries_period,average_wait_min_per_charging_session,average_service_min_per_charging_session,average_station_delay_min_per_charging_session,unstable_station_entries,potential_total,potential_ev,ev_completion_target,ev_target_shortfall,ev_target_rate,ev_target_feasible,completion_shortfall,completion_rate,completion_feasible,queue_feasible,hard_feasible,feasibility_violation,max_station_utilization,station_utilization_violation,unstable_station_count,nonfinite_wait_station_count
673,focus_ea7794b77f,BIHMH gen 73 focus / crossover_fix,24999574.16,425.839999999851,3,C4;C5;C7,2398,237608.67352823997,10368.37352823999,227240.3,6355855.913869983,6330572.647321458,1.1962538189675949e-05,25283.266536561805,351.8938181249998,3.399473810996763e-08,71.84913526267368,71.84913529666842,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48254530180787547,0.0,0,0
674,focus_ea7794b77f,BIHMH gen 74 focus / swap_fix,24999574.16,425.839999999851,3,C4;C5;C7,2360,237608.67352823997,10368.37352823999,227240.3,6355862.659760694,6330572.311253587,1.2777739986483794e-05,25290.34849432955,351.8938181250001,3.6311351118833445e-08,71.86926053172633,71.86926056803767,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48254535064861503,0.0,0,0
675,focus_ea7794b77f,BIHMH gen 75 focus / swap_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2359,237608.67352823997,10368.37352823999,227240.3,6355863.418197439,6330573.537247076,1.2782697829116146e-05,25289.88093758134,351.8938181249999,3.6325440149038e-08,71.86793184470736,71.8679318810328,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48254535014081085,0.0,0,0
676,focus_ea7794b77f,BIHMH gen 76 focus / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2361,237608.67352823997,10368.37352823999,227240.3,6355879.993732729,6330589.498864169,1.278248469859345e-05,25290.494855777066,351.89381812500005,3.6324834481897163e-08,71.8696764567582,71.86967649308303,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48254535001197824,0.0,0,0
677,focus_ea7794b77f,BIHMH gen 70 focus / remove_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2361,237608.67352823997,10368.37352823999,227240.3,6355890.2941703275,6330600.275165793,1.278306246415413e-05,25290.018991751138,351.893818125,3.632647635660744e-08,71.86832416239719,71.86832419872367,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.482545351530439,0.0,0,0
678,focus_ea7794b77f,BIHMH gen 75 focus / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2359,237608.67352823997,10368.37352823999,227240.3,6355907.0611498235,6330617.513047231,1.278805097000744e-05,25289.548089804524,351.8938181249997,3.6340652524520536e-08,71.8669859691061,71.86698600544675,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825453510026731,0.0,0,0
679,focus_ea7794b77f,BIHMH gen 71 focus / crossover_fix,24999353.92,646.0799999982119,3,C4;C5;C7,2360,237608.67352823997,10368.37352823999,227240.3,6355934.090768029,6330643.973556243,1.2783003076217635e-05,25290.117199003136,351.8938181250001,3.6326307589969776e-08,71.86860324445811,71.86860328078443,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825453467854716,0.0,0,0
680,focus_ea7794b77f,BIHMH gen 72 focus / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2357,237608.67352823997,10368.37352823999,227240.3,6355976.653167975,6330686.659515638,1.2778169967829443e-05,25289.99363955944,351.8938181249999,3.631257302533907e-08,71.86825211739274,71.86825215370531,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48254535076376337,0.0,0,0
681,focus_ea7794b77f,BIHMH gen 75 focus / crossover_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2397,237608.67352823997,10368.37352823999,227240.3,6355994.241062223,6330051.534773093,1.1644361798536816e-05,25942.706277486297,351.8938181250003,3.3090555158319056e-08,73.72310890744573,73.72310894053629,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825453165719377,0.0,0,0
682,focus_ea7794b77f,BIHMH gen 79 focus / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2360,237608.67352823997,10368.37352823999,227240.3,6355999.912738454,6330710.240620246,1.2787606184602856e-05,25289.672105419908,351.89381812500005,3.633938854833884e-08,71.86733839250478,71.86733842884416,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48254535088071976,0.0,0,0
683,focus_ea7794b77f,BIHMH gen 76 focus / mip_intensify,24999574.16,425.839999999851,3,C4;C5;C7,2360,237608.67352823997,10368.37352823999,227240.3,6356065.275501893,6330115.5103539545,1.2057136944320003e-05,25949.76513588161,351.89381812499994,3.426356566467746e-08,73.74316853347995,73.74316856774351,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48254532811219863,0.0,0,0
684,focus_ea7794b77f,BIHMH gen 78 focus / add_fix,24999353.92,646.0799999982119,3,C4;C5;C7,2358,237608.67352823997,10368.37352823999,227240.3,6356075.74338572,6330786.070814567,1.2789148017606212e-05,25289.6725583649,351.8938181249998,3.634377007743639e-08,71.86733967966863,71.8673397160124,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825453509317958,0.0,0,0
685,focus_ea7794b77f,BIHMH gen 71 focus / swap_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2361,237608.67352823997,10368.37352823999,227240.3,6356129.740577157,6330839.601070697,1.2784392251137089e-05,25290.13949367492,351.8938181250001,3.6330255300466244e-08,71.86866660070547,71.86866663703572,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825453519267951,0.0,0,0
686,focus_ea7794b77f,BIHMH gen 70 focus / crossover_fix,24999353.92,646.0799999982119,3,C4;C5;C7,2356,237608.67352823997,10368.37352823999,227240.3,6356131.690754172,6330841.530817237,1.2783111996034867e-05,25290.159924152184,351.89381812499994,3.632661711463781e-08,71.86872465934766,71.86872469567427,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825453467872344,0.0,0,0
687,focus_ea7794b77f,BIHMH gen 75 focus / add_fix,24999574.16,425.839999999851,3,C4;C5;C7,2359,237608.67352823997,10368.37352823999,227240.3,6356148.088903453,6330858.302372162,1.2783537274027713e-05,25289.786518507477,351.89381812500017,3.632782565531381e-08,71.86766352776338,71.8676635640912,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825453515511492,0.0,0,0
688,focus_ea7794b77f,BIHMH gen 76 focus / swap_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2360,237608.67352823997,10368.37352823999,227240.3,6356264.465079789,6330974.597195446,1.2778050356081203e-05,25289.867871565584,351.89381812499977,3.6312233116701644e-08,71.8678947141439,71.86789475045613,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825453511693068,0.0,0,0
689,focus_ea7794b77f,BIHMH gen 72 focus / remove_fix,24999574.16,425.839999999851,3,C4;C5;C7,2360,237608.67352823997,10368.37352823999,227240.3,6356264.670302597,6330976.584600268,1.2775932769512744e-05,25288.08568955325,351.8938181249998,3.63062154305151e-08,71.86283016932798,71.8628302056342,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825453457070509,0.0,0,0
690,focus_ea7794b77f,BIHMH gen 72 focus / add_fix,24999353.92,646.0799999982119,3,C4;C5;C7,2356,237608.67352823997,10368.37352823999,227240.3,6356274.55845912,6330984.775120275,1.2783537216617699e-05,25289.783326061017,351.89381812499994,3.632782549216799e-08,71.86765445557661,71.86765449190443,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825453515511511,0.0,0,0
691,focus_ea7794b77f,BIHMH gen 79 focus / add_fix,24999353.92,646.0799999982119,3,C4;C5;C7,2395,237608.67352823997,10368.37352823999,227240.3,6356324.214789021,6331032.463040562,1.2075223787821247e-05,25291.751736383387,351.89381812500017,3.43149642473454e-08,71.87324821773146,71.87324825204642,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825453068003427,0.0,0,0
692,focus_ea7794b77f,BIHMH gen 74 focus / swap_fix,24999574.16,425.839999999851,3,C4;C5;C7,2360,237608.67352823997,10368.37352823999,227240.3,6356480.265539003,6331190.3089699205,1.277727199486721e-05,25289.956556305166,351.893818125,3.631002119602015e-08,71.86814673544974,71.86814677175977,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48254535106436575,0.0,0,0
693,focus_ea7794b77f,BIHMH gen 78 focus / remove_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2361,237608.67352823997,10368.37352823999,227240.3,6356517.586765757,6331227.801843362,1.278257439328201e-05,25289.78490961208,351.8938181249999,3.6325089373242065e-08,71.8676589556587,71.86765899198379,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48254534462347387,0.0,0,0
694,focus_1392cdb628,BIHMH gen 9 focus / add_fix,24999574.16,425.839999999851,3,C4;C5;C7,1959,235533.58653284246,9804.416532842466,225729.16999999998,6356541.304203055,6332551.727759787,2.361551944905495e-06,23989.576440906523,332.37567837750015,7.105068446745163e-09,72.17608868979889,72.17608869690396,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4785001001247644,0.0,0,0
695,focus_ea7794b77f,BIHMH gen 76 focus / mip_intensify,24999574.16,425.839999999851,3,C4;C5;C7,2361,237608.67352823997,10368.37352823999,227240.3,6356548.414443561,6331239.496262642,1.2614215144709487e-05,25308.918168305827,351.8938181249999,3.584665173125792e-08,71.92203120577578,71.92203124162243,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48254530941401286,0.0,0,0
696,focus_ea7794b77f,BIHMH gen 74 focus / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2359,237608.67352823997,10368.37352823999,227240.3,6356567.671635201,6331258.867086429,1.2680589016208411e-05,25308.804536091262,351.89381812499977,3.603527076370523e-08,71.92170828957576,71.92170832561104,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48254589038779966,0.0,0,0
697,focus_1392cdb628,BIHMH gen 8 focus / swap_fix,24999794.4,205.60000000149012,3,C4;C5;C7,1940,235533.58653284246,9804.416532842466,225729.16999999998,6356576.59851071,6332586.618129122,2.3717539579973856e-06,23989.980379215867,332.3756783774996,7.135762669444297e-09,72.17730399625981,72.17730400339558,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4785006216780028,0.0,0,0
698,focus_ea7794b77f,BIHMH gen 70 focus / swap_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2360,237608.67352823997,10368.37352823999,227240.3,6356666.479360413,6331376.470174173,1.2783024929191144e-05,25290.009173456296,351.8938181249999,3.632636969101387e-08,71.86829626109763,71.868296297424,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48254534642097885,0.0,0,0
699,focus_ea7794b77f,BIHMH gen 78 focus / mip_intensify,24999574.16,425.839999999851,3,C4;C5;C7,2369,237608.67352823997,10368.37352823999,227240.3,6356726.0248352885,6331416.828245938,1.2664182993769336e-05,25309.19657668629,351.89381812499977,3.5988648681718995e-08,71.92282237733416,71.9228224133228,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825449298446082,0.0,0,0
700,focus_ea7794b77f,BIHMH gen 70 focus / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2406,237608.67352823997,10368.37352823999,227240.3,6356779.052539627,6331487.971521327,1.2423468171832947e-05,25291.081005876185,351.8938181249998,3.530459340840105e-08,71.87134215836744,71.87134219367204,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48254467856308014,0.0,0,0
701,focus_ea7794b77f,BIHMH gen 73 focus / remove_fix,24999353.92,646.0799999982119,3,C4;C5;C7,2360,237608.67352823997,10368.37352823999,227240.3,6356821.481434149,6331531.481599051,1.2777237473280325e-05,25289.999822321715,351.8938181250001,3.630992309373727e-08,71.86826968735829,71.86826972366822,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48254534558399054,0.0,0,0
702,focus_1392cdb628,BIHMH gen 6 focus / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,1925,235533.58653284246,9804.416532842466,225729.16999999998,6356843.863106006,6332841.778639546,2.3573882168519077e-06,24002.08446410258,332.3756783775001,7.092541272452772e-09,72.213720875334,72.21372088242654,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.47850052672825233,0.0,0,0
703,focus_1392cdb628,BIHMH gen 5 focus / add_fix,24999353.92,646.0799999982119,3,C4;C5;C7,1924,235533.58653284246,9804.416532842466,225729.16999999998,6356866.496967191,6332864.408020418,2.3574383753544075e-06,24002.08894441529,332.37567837750015,7.0926921815167085e-09,72.21373435499872,72.21373436209142,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.478500527308657,0.0,0,0
704,focus_1d529f435e,BIHMH gen 81 focus / station_prune_fix,24999991.52,8.480000000447035,2,C4;C5,2517,237866.81896716997,9934.528967170001,227932.28999999998,6357019.923684943,6333782.038799046,6.115554734909991e-06,23237.88487978065,325.0212163275003,1.8815863173522154e-08,71.49651688081038,71.49651689962624,0.0,237918.34746300997,9986.05746301,9890.736220058701,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4879610824263212,0.0,0,0
705,focus_ea7794b77f,BIHMH gen 70 focus / swap_fix,24999353.92,646.0799999982119,3,C4;C5;C7,2358,237608.67352823997,10368.37352823999,227240.3,6357034.671389968,6331745.009823486,1.2783499089828072e-05,25289.66155369875,351.8938181249999,3.6327717144741406e-08,71.86730840697902,71.86730844330674,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825453514431142,0.0,0,0
706,focus_1d529f435e,BIHMH gen 85 focus / station_prune_fix,24999771.28,228.7199999988079,2,C4;C5,2514,237866.81896716997,9934.528967170001,227932.28999999998,6357038.5459974455,6333831.821723595,5.990278525085954e-06,23206.724267859798,325.02121632750044,1.8430423074443184e-08,71.40064433355654,71.40064435198697,0.0,237918.34746300997,9986.05746301,9890.736220058701,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48796133810633885,0.0,0,0
707,focus_1392cdb628,BIHMH gen 7 focus / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,1935,235533.58653284246,9804.416532842466,225729.16999999998,6357083.588264578,6332340.434062747,2.303885270314821e-06,24743.154199527107,332.37567837749975,6.931569967938976e-09,74.44333568662857,74.44333569356014,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4785005303699442,0.0,0,0
708,focus_1392cdb628,BIHMH gen 7 focus / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,1933,235533.58653284246,9804.416532842466,225729.16999999998,6357084.486981473,6332361.244197087,2.301432328137512e-06,24723.24278208396,332.37567837749947,6.9241899388427396e-09,74.38342932542812,74.38342933235232,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.47850053266981646,0.0,0,0
709,focus_ea7794b77f,BIHMH gen 71 focus / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2364,237608.67352823997,10368.37352823999,227240.3,6357481.116200236,6332171.841731187,1.2795895737361214e-05,25309.274456253614,351.8938181249998,3.6362945520162144e-08,71.92304369286546,71.92304372922841,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825454399962685,0.0,0,0
710,focus_ea7794b77f,BIHMH gen 78 focus / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2366,237608.67352823997,10368.37352823999,227240.3,6357681.170132623,6332376.655270792,1.2658808719658842e-05,25304.51484917301,351.893818125,3.597337625056593e-08,71.90951800177496,71.90951803774833,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825452419896367,0.0,0,0
711,focus_ea7794b77f,BIHMH gen 76 focus / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2362,237608.67352823997,10368.37352823999,227240.3,6357702.235195648,6332391.344842104,1.2685769185123065e-05,25310.890340858103,351.8938181249999,3.6049991593250497e-08,71.9276356593089,71.9276356953589,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825453432757577,0.0,0,0
712,focus_ea7794b77f,BIHMH gen 75 focus / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2396,237608.67352823997,10368.37352823999,227240.3,6357715.986775422,6332417.403783335,1.2358647238893318e-05,25298.582979727074,351.8938181249998,3.512038746444609e-08,71.8926610149784,71.8926610500988,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825450702885846,0.0,0,0
713,focus_ea7794b77f,BIHMH gen 71 focus / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2363,237608.67352823997,10368.37352823999,227240.3,6357782.000836414,6332470.882644795,1.2672398887317184e-05,25311.118178947225,351.8938181249998,3.6011996331278805e-08,71.92828312191664,71.92828315792863,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48254536037037526,0.0,0,0
714,focus_ea7794b77f,BIHMH gen 71 focus / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2388,237608.67352823997,10368.37352823999,227240.3,6358041.025114633,6332736.66684971,1.2242762588585607e-05,25304.358252679966,351.89381812500017,3.479107036838231e-08,71.9090729911354,71.90907302592647,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48254496687979653,0.0,0,0
715,focus_ea7794b77f,BIHMH gen 74 focus / swap_fix,24999574.16,425.839999999851,3,C4;C5;C7,2359,237608.67352823997,10368.37352823999,227240.3,6358077.977635469,6332790.973419644,1.2782523241273504e-05,25287.004203043067,351.89381812499994,3.632494401118717e-08,71.85975683738951,71.85975687371446,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825453501135818,0.0,0,0
716,focus_ea7794b77f,BIHMH gen 78 focus / swap_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2361,237608.67352823997,10368.37352823999,227240.3,6358198.511981553,6332902.904396911,1.2781589221367209e-05,25295.607571860324,351.89381812499994,3.6322289744876746e-08,71.88420560111915,71.88420563744144,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48254534523073395,0.0,0,0
717,focus_1392cdb628,BIHMH gen 5 focus / swap_fix,24999794.4,205.60000000149012,3,C4;C5;C7,1926,235533.58653284246,9804.416532842466,225729.16999999998,6358309.357249652,6334317.897205613,2.370050664710213e-06,23991.460041668783,332.3756783775,7.130638066779355e-09,72.18175577341785,72.18175578054849,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.47850039213281537,0.0,0,0
718,focus_ea7794b77f,BIHMH gen 70 focus / swap_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2359,237608.67352823997,10368.37352823999,227240.3,6358367.770777732,6332423.964301124,1.223452983866407e-05,25943.80646437319,351.89381812500005,3.476767481694751e-08,73.7262353814849,73.72623541625258,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48254529694927084,0.0,0,0
719,focus_ea7794b77f,BIHMH gen 74 focus / swap_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2361,237608.67352823997,10368.37352823999,227240.3,6358535.511120499,6333245.388440755,1.2783383544268954e-05,25290.122666960146,351.89381812499977,3.6327388791263275e-08,71.86861878311424,71.86861881944164,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.482545345126691,0.0,0,0
720,focus_ea7794b77f,BIHMH gen 70 focus / swap_fix,24999574.16,425.839999999851,3,C4;C5;C7,2359,237608.67352823997,10368.37352823999,227240.3,6358562.860444894,6333267.2423284035,1.2782656361700072e-05,25295.6181037086,351.89381812499994,3.6325322308331685e-08,71.88423553017084,71.88423556649616,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825453516194818,0.0,0,0
721,focus_ea7794b77f,BIHMH gen 72 focus / swap_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2360,237608.67352823997,10368.37352823999,227240.3,6358707.9211124405,6333417.935268052,1.2778383130359498e-05,25289.985831610233,351.89381812499994,3.6313178783437316e-08,71.86822992902566,71.86822996533884,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48254534605840044,0.0,0,0
722,focus_ea7794b77f,BIHMH gen 79 focus / remove_fix,24999574.16,425.839999999851,3,C4;C5;C7,2360,237608.67352823997,10368.37352823999,227240.3,6359007.867841552,6333717.984853711,1.2783783341010597e-05,25289.882975058033,351.89381812499994,3.632852492017786e-08,71.86793763473999,71.86793767106852,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825453542844544,0.0,0,0
723,focus_ea7794b77f,BIHMH gen 72 focus / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2362,237608.67352823997,10368.37352823999,227240.3,6359030.78556745,6333723.794438222,1.2618115525778065e-05,25306.991116609104,351.893818125,3.585773570280751e-08,71.9165549751702,71.91655501102794,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825453103974523,0.0,0,0
724,focus_1d529f435e,BIHMH gen 85 focus / station_prune_fix,24999771.28,228.7199999988079,2,C4;C5,2517,237866.81896716997,9934.528967170001,227932.28999999998,6359111.915474489,6335872.210009315,6.1539141982682576e-06,23239.705459019635,325.0212163275003,1.893388458699079e-08,71.50211829741806,71.50211831635195,0.0,237918.34746300997,9986.05746301,9890.736220058701,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48796061662598383,0.0,0,0
725,focus_ea7794b77f,BIHMH gen 73 focus / crossover_fix,24999794.4,205.60000000149012,3,C4;C5;C7,2360,237608.67352823997,10368.37352823999,227240.3,6359179.67952476,6333889.30615576,1.2719738492514629e-05,25290.373356280157,351.8938181249997,3.614652442685516e-08,71.86933118358024,71.86933121972677,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825453090445409,0.0,0,0
726,focus_ea7794b77f,BIHMH gen 76 focus / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2368,237608.67352823997,10368.37352823999,227240.3,6359266.386425146,6333956.71024719,1.266517530728169e-05,25309.676165290763,351.8938181249999,3.599146860483568e-08,71.92418525607701,71.92418529206847,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4825448585141692,0.0,0,0
727,focus_1392cdb628,BIHMH gen 7 focus / crossover_fix,24999574.16,425.839999999851,3,C4;C5;C7,1930,235533.58653284246,9804.416532842466,225729.16999999998,6359288.499473737,6335298.840640841,2.3710833456502952e-06,23989.658830524077,332.3756783774999,7.133745035812479e-09,72.17633657080502,72.17633657793877,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.47850060837086766,0.0,0,0
728,focus_1392cdb628,BIHMH gen 5 focus / add_fix,24999794.4,205.60000000149012,3,C4;C5;C7,1926,235533.58653284246,9804.416532842466,225729.16999999998,6359345.075644813,6334609.7331150845,2.4231210256791917e-06,24735.342527304667,332.3756783774997,7.290307875436971e-09,74.41983314799347,74.41983315528378,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.47850062762024054,0.0,0,0
729,focus_ea7794b77f,BIHMH gen 70 focus / swap_fix,24999353.92,646.0799999982119,3,C4;C5;C7,2360,237608.67352823997,10368.37352823999,227240.3,6359744.462496382,6334454.045372907,1.2783246544803764e-05,25290.417110691513,351.8938181250001,3.6326999470797424e-08,71.86945552339263,71.86945555971963,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48254534747307903,0.0,0,0
730,focus_ea7794b77f,BIHMH gen 75 focus / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2362,237608.67352823997,10368.37352823999,227240.3,6359990.014754322,6334679.615878795,1.267469330164686e-05,25310.398862852384,351.89381812500005,3.6018516520641306e-08,71.92623899366598,71.9262390296845,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48254533923006643,0.0,0,0
731,focus_1392cdb628,BIHMH gen 1 focus / station_prune_fix,24999991.52,8.480000000447035,2,C4;C5,1818,235530.74102641494,9801.571026414964,225729.16999999998,6360223.061291987,6336690.930340497,1.094913878587524e-05,23532.130940540304,329.5301719500001,3.322651373949625e-08,71.41115728884108,71.4111573220676,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4954519389675681,0.0,0,0
732,focus_1d529f435e,BIHMH gen 80 focus / station_prune_fix,24999884.48,115.51999999955297,2,C4;C7,2515,237869.42733688498,9937.137336885,227932.28999999998,6360438.74974294,6333491.310102418,0.009017126428599344,26947.4306233954,311.3107337014998,2.8965035420993265e-05,86.5611998114846,86.56122877652003,0.0,237918.34746300997,9986.05746301,9890.736220058701,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.6008802040870265,0.0,0,0
733,focus_ea7794b77f,BIHMH gen 77 focus / mip_intensify,24999794.4,205.60000000149012,3,C4;C5;C7,2367,237608.67352823997,10368.37352823999,227240.3,6360514.266892307,6335208.288532481,1.26715183055044e-05,25305.978347155626,351.89381812499977,3.6009493923542644e-08,71.91367692104905,71.91367695705854,0.0,237659.06596764998,10418.76596765,10319.314334637293,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48254531133778034,0.0,0,0
