soc_fraction,origin,destination,demand,retained_paths,distinct_charging_stations,refinement_round,selection_reason
0.1,1513,288,6.19e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,289,2.12425e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,293,4.8375e-06,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,297,3.548e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,299,0.000111945,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,310,3.3335e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,312,0.0001058375,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,315,0.0001288,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,317,0.0001216375,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,321,0.00018094,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,324,0.0002783475,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,33,0.0002619875,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,331,0.0002522275,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,334,0.0002937625,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,336,0.0004341525,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,34,0.0003545925,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,342,0.0005557375,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,345,0.00075556,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,349,0.0001311125,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,352,0.0004100075,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,355,1.485e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,361,0.00010511,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,363,0.0003287525,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,365,0.000422195,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,377,0.001294615,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,39,0.000320305,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,4,0.01085671,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,41,0.000369535,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,46,0.000337215,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,49,0.0007397325,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,52,0.00081992,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,528,2.47475e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,531,1.4075e-06,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,539,6.59e-06,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,550,0.000122435,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,560,0.00011073,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,570,2.555e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,578,3.7985e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,580,5.307e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,584,0.00015876,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,588,4.07675e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,589,1.613e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,59,0.0005662425,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,592,4.98925e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,598,3.668e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,601,5.9765e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,609,0.000157645,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,610,0.00010825,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,613,1.44375e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,614,7.39525e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,622,4.6685e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,627,0.0001107625,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,634,0.0001950275,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,64,0.000189825,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,71,0.00012886,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,717,9.015e-06,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,726,1.5995e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,73,3.6715e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,735,4.7325e-06,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,75,2.37475e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,751,1.7135e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,754,3.06525e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,77,1.099e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,82,1.6575e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,83,1.30175e-05,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,85,0.0003886125,5,1,0,path_count_below_K;low_station_diversity
0.1,1513,94,0.0004224425,5,1,0,path_count_below_K;low_station_diversity
0.1,1569,1501,0.0447833125,5,1,80,path_count_below_K;high_overlap;low_station_diversity;dynamic_enrichment
0.1,1569,1513,0.0130564025,5,1,0,path_count_below_K;low_station_diversity
0.1,1721,1723,1.4158934375,5,0,0,path_count_below_K;high_demand
0.1,310,317,1.492142015,5,0,0,path_count_below_K;high_demand
0.1,310,336,1.70655425,5,0,0,path_count_below_K;high_demand
0.1,324,41,1.3502323075,5,0,0,path_count_below_K;high_demand
