generation,focus_id,focus_nodes,children_generated,focus_evaluated,screened_out,full_screen_evaluated,high_fidelity_evaluated,new_best_count,stable_best_generations,best_served_total,best_served_ev,best_system_time_min,best_cost_usd,best_budget_remaining_usd,best_budget_utilization,best_station_count,best_road_count,best_hard_feasible,best_ev_completion_target,best_completion_shortfall,best_max_station_utilization,best_unstable_station_count,best_feasibility_violation,best_charging_entries_period,best_average_wait_min_per_charging_session,best_average_station_delay_min_per_charging_session,operator_weights_json
65,5acf00d6cc,304,10,10,0,5,2,0,2,1078515.3612064177,19712.551206417553,30458126.93249748,44999348.32,651.679999999702,0.9999855182222223,3,3794,True,19712.0,0.0,0.8721166031981439,0,0.0,896.7146663229596,1.1692066750475425,74.93271803445353,"{""add_fix"": 1.4127387177923556, ""crossover_fix"": 3.5875941853548077, ""mip_intensify"": 2.8542735534079893, ""remove_fix"": 4.2240760312304495, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 1.1675370315148381, ""swap_fix"": 2.4893928358365955}"
66,5acf00d6cc,304,10,10,1,4,2,0,3,1078515.3612064177,19712.551206417553,30458126.93249748,44999348.32,651.679999999702,0.9999855182222223,3,3794,True,19712.0,0.0,0.8721166031981439,0,0.0,896.7146663229596,1.1692066750475425,74.93271803445353,"{""add_fix"": 1.3421017819027377, ""crossover_fix"": 4.408214476087068, ""mip_intensify"": 3.71155987573759, ""remove_fix"": 3.8122286181854808, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 1.1675370315148381, ""swap_fix"": 2.4893928358365955}"
67,5acf00d6cc,304,10,10,0,5,2,0,4,1078515.3612064177,19712.551206417553,30458126.93249748,44999348.32,651.679999999702,0.9999855182222223,3,3794,True,19712.0,0.0,0.8721166031981439,0,0.0,896.7146663229596,1.1692066750475425,74.93271803445353,"{""add_fix"": 2.2749966928076004, ""crossover_fix"": 4.681992886435149, ""mip_intensify"": 3.71155987573759, ""remove_fix"": 3.8122286181854808, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 1.1675370315148381, ""swap_fix"": 2.3649231940447657}"
68,5acf00d6cc,304,10,10,3,2,2,0,5,1078515.3612064177,19712.551206417553,30458126.93249748,44999348.32,651.679999999702,0.9999855182222223,3,3794,True,19712.0,0.0,0.8721166031981439,0,0.0,896.7146663229596,1.1692066750475425,74.93271803445353,"{""add_fix"": 2.16124685816722, ""crossover_fix"": 4.447893242113392, ""mip_intensify"": 3.52598188195071, ""remove_fix"": 3.6216171872762066, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 1.1091601799390962, ""swap_fix"": 2.3649231940447657}"
69,5acf00d6cc,304,10,10,3,2,2,0,6,1078515.3612064177,19712.551206417553,30458126.93249748,44999348.32,651.679999999702,0.9999855182222223,3,3794,True,19712.0,0.0,0.8721166031981439,0,0.0,896.7146663229596,1.1692066750475425,74.93271803445353,"{""add_fix"": 2.16124685816722, ""crossover_fix"": 5.014223651007336, ""mip_intensify"": 3.3496827878531743, ""remove_fix"": 3.6216171872762066, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 1.1091601799390962, ""swap_fix"": 2.134343182625401}"
70,c84b206a5b,303,10,10,3,2,2,0,7,1078515.3612064177,19712.551206417553,30458126.93249748,44999348.32,651.679999999702,0.9999855182222223,3,3794,True,19712.0,0.0,0.8721166031981439,0,0.0,896.7146663229596,1.1692066750475425,74.93271803445353,"{""add_fix"": 2.16124685816722, ""crossover_fix"": 4.299070002782415, ""mip_intensify"": 3.3496827878531743, ""remove_fix"": 3.6216171872762066, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 1.0537021709421412, ""swap_fix"": 2.027626023494131}"
71,c84b206a5b,303,10,10,1,4,2,0,8,1078515.3612064177,19712.551206417553,30458126.93249748,44999348.32,651.679999999702,0.9999855182222223,3,3794,True,19712.0,0.0,0.8721166031981439,0,0.0,896.7146663229596,1.1692066750475425,74.93271803445353,"{""add_fix"": 2.053184515258859, ""crossover_fix"": 5.084116502643294, ""mip_intensify"": 3.1821986484605156, ""remove_fix"": 3.440536327912396, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 1.0537021709421412, ""swap_fix"": 2.9262447223194243}"
72,c84b206a5b,303,10,10,4,1,1,0,9,1078515.3612064177,19712.551206417553,30458126.93249748,44999348.32,651.679999999702,0.9999855182222223,3,3794,True,19712.0,0.0,0.8721166031981439,0,0.0,896.7146663229596,1.1692066750475425,74.93271803445353,"{""add_fix"": 1.950525289495916, ""crossover_fix"": 4.829910677511129, ""mip_intensify"": 3.0230887160374897, ""remove_fix"": 3.1050840359409375, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 1.0537021709421412, ""swap_fix"": 2.9262447223194243}"
73,c84b206a5b,303,10,10,3,2,2,0,10,1078515.3612064177,19712.551206417553,30458126.93249748,44999348.32,651.679999999702,0.9999855182222223,3,3794,True,19712.0,0.0,0.8721166031981439,0,0.0,896.7146663229596,1.1692066750475425,74.93271803445353,"{""add_fix"": 1.760349073770064, ""crossover_fix"": 4.829910677511129, ""mip_intensify"": 2.7283375662238343, ""remove_fix"": 2.9498298341438907, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 1.0537021709421412, ""swap_fix"": 2.9262447223194243}"
74,c84b206a5b,303,10,10,3,2,2,1,0,1078515.3612064177,19712.551206417553,30457886.635269795,44999788.8,211.20000000298023,0.9999953066666666,3,3797,True,19712.0,0.0,0.8656970102670152,0,0.0,896.7146663229597,1.1468651945679247,74.92423956124634,"{""add_fix"": 1.6723316200815608, ""crossover_fix"": 4.588415143635572, ""mip_intensify"": 2.46232465351701, ""remove_fix"": 3.802338342436696, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 1.0537021709421412, ""swap_fix"": 2.9262447223194243}"
75,c84b206a5b,303,10,10,3,2,2,0,1,1078515.3612064177,19712.551206417553,30457886.635269795,44999788.8,211.20000000298023,0.9999953066666666,3,3797,True,19712.0,0.0,0.8656970102670152,0,0.0,896.7146663229597,1.1468651945679247,74.92423956124634,"{""add_fix"": 1.5092792871236085, ""crossover_fix"": 4.3589943864537934, ""mip_intensify"": 2.3392084208411594, ""remove_fix"": 3.802338342436696, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 1.001017062395034, ""swap_fix"": 2.9262447223194243}"
76,c84b206a5b,303,10,10,2,3,2,0,2,1078515.3612064177,19712.551206417553,30457886.635269795,44999788.8,211.20000000298023,0.9999953066666666,3,3797,True,19712.0,0.0,0.8656970102670152,0,0.0,896.7146663229597,1.1468651945679247,74.92423956124634,"{""add_fix"": 1.5092792871236085, ""crossover_fix"": 4.141044667131103, ""mip_intensify"": 2.3392084208411594, ""remove_fix"": 3.802338342436696, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.9509662092752823, ""swap_fix"": 2.5088890687986165}"
77,c84b206a5b,303,10,10,5,0,0,0,3,1078515.3612064177,19712.551206417553,30457886.635269795,44999788.8,211.20000000298023,0.9999953066666666,3,3797,True,19712.0,0.0,0.8656970102670152,0,0.0,896.7146663229597,1.1468651945679247,74.92423956124634,"{""add_fix"": 1.433815322767428, ""crossover_fix"": 4.141044667131103, ""mip_intensify"": 2.222247999799101, ""remove_fix"": 3.4316103540491176, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.9509662092752823, ""swap_fix"": 2.3834446153586857}"
78,c84b206a5b,303,10,10,4,1,1,0,4,1078515.3612064177,19712.551206417553,30457886.635269795,44999788.8,211.20000000298023,0.9999953066666666,3,3797,True,19712.0,0.0,0.8656970102670152,0,0.0,896.7146663229597,1.1468651945679247,74.92423956124634,"{""add_fix"": 1.3621245566290565, ""crossover_fix"": 3.9339924337745478, ""mip_intensify"": 2.0055788198186884, ""remove_fix"": 3.4316103540491176, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.9509662092752823, ""swap_fix"": 2.2642723845907513}"
79,c84b206a5b,303,10,10,2,3,2,0,5,1078515.3612064177,19712.551206417553,30457886.635269795,44999788.8,211.20000000298023,0.9999953066666666,3,3797,True,19712.0,0.0,0.8656970102670152,0,0.0,896.7146663229597,1.1468651945679247,74.92423956124634,"{""add_fix"": 1.2293174123577235, ""crossover_fix"": 3.3729067629074523, ""mip_intensify"": 2.0055788198186884, ""remove_fix"": 3.4316103540491176, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.9509662092752823, ""swap_fix"": 2.2642723845907513}"
80,a3f0e91a6e,302,10,10,2,3,2,0,6,1078515.3612064177,19712.551206417553,30457886.635269795,44999788.8,211.20000000298023,0.9999953066666666,3,3797,True,19712.0,0.0,0.8656970102670152,0,0.0,896.7146663229597,1.1468651945679247,74.92423956124634,"{""add_fix"": 1.2293174123577235, ""crossover_fix"": 3.2042614247620795, ""mip_intensify"": 1.8100348848863659, ""remove_fix"": 3.2600298363466615, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.9509662092752823, ""swap_fix"": 2.1510587653612134}"
81,a3f0e91a6e,302,10,10,1,4,2,0,7,1078515.3612064177,19712.551206417553,30457886.635269795,44999788.8,211.20000000298023,0.9999953066666666,3,3797,True,19712.0,0.0,0.8656970102670152,0,0.0,896.7146663229597,1.1468651945679247,74.92423956124634,"{""add_fix"": 1.2293174123577235, ""crossover_fix"": 5.417265957102617, ""mip_intensify"": 1.8100348848863659, ""remove_fix"": 3.0970283445293285, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.9509662092752823, ""swap_fix"": 2.1510587653612134}"
82,a3f0e91a6e,302,10,10,3,2,2,0,8,1078515.3612064177,19712.551206417553,30457886.635269795,44999788.8,211.20000000298023,0.9999953066666666,3,3797,True,19712.0,0.0,0.8656970102670152,0,0.0,896.7146663229597,1.1468651945679247,74.92423956124634,"{""add_fix"": 1.2293174123577235, ""crossover_fix"": 6.146402659247486, ""mip_intensify"": 1.8100348848863659, ""remove_fix"": 2.795068080937719, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.9509662092752823, ""swap_fix"": 1.9413305357384951}"
83,a3f0e91a6e,302,9,9,4,1,1,0,9,1078515.3612064177,19712.551206417553,30457886.635269795,44999788.8,211.20000000298023,0.9999953066666666,3,3797,True,19712.0,0.0,0.8656970102670152,0,0.0,896.7146663229597,1.1468651945679247,74.92423956124634,"{""add_fix"": 1.2293174123577235, ""crossover_fix"": 6.006283380973698, ""mip_intensify"": 1.8100348848863659, ""remove_fix"": 2.795068080937719, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.9509662092752823, ""swap_fix"": 1.8442640089515703}"
84,a3f0e91a6e,302,10,10,4,1,1,0,10,1078515.3612064177,19712.551206417553,30457886.635269795,44999788.8,211.20000000298023,0.9999953066666666,3,3797,True,19712.0,0.0,0.8656970102670152,0,0.0,896.7146663229597,1.1468651945679247,74.92423956124634,"{""add_fix"": 1.1094589646528452, ""crossover_fix"": 5.705969211925012, ""mip_intensify"": 1.8100348848863659, ""remove_fix"": 2.655314676890833, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.9509662092752823, ""swap_fix"": 1.7520508085039916}"
85,a3f0e91a6e,302,10,10,2,3,2,0,11,1078515.3612064177,19712.551206417553,30457886.635269795,44999788.8,211.20000000298023,0.9999953066666666,3,3797,True,19712.0,0.0,0.8656970102670152,0,0.0,896.7146663229597,1.1468651945679247,74.92423956124634,"{""add_fix"": 1.0012867155991927, ""crossover_fix"": 5.149637213762323, ""mip_intensify"": 1.7195331406420475, ""remove_fix"": 2.655314676890833, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.9509662092752823, ""swap_fix"": 1.7520508085039916}"
86,a3f0e91a6e,302,10,10,1,4,2,0,12,1078515.3612064177,19712.551206417553,30457886.635269795,44999788.8,211.20000000298023,0.9999953066666666,3,3797,True,19712.0,0.0,0.8656970102670152,0,0.0,896.7146663229597,1.1468651945679247,74.92423956124634,"{""add_fix"": 1.0012867155991927, ""crossover_fix"": 6.597547585420496, ""mip_intensify"": 1.7195331406420475, ""remove_fix"": 3.3964214958939767, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.9509662092752823, ""swap_fix"": 1.664448268078792}"
87,a3f0e91a6e,302,10,10,1,4,2,0,13,1078515.3612064177,19712.551206417553,30457886.635269795,44999788.8,211.20000000298023,0.9999953066666666,3,3797,True,19712.0,0.0,0.8656970102670152,0,0.0,896.7146663229597,1.1468651945679247,74.92423956124634,"{""add_fix"": 1.0012867155991927, ""crossover_fix"": 7.267670206149471, ""mip_intensify"": 1.633556483609945, ""remove_fix"": 3.2266004210992776, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.9034178988115181, ""swap_fix"": 1.5812258546748523}"
88,a3f0e91a6e,302,9,9,2,3,2,0,14,1078515.3612064177,19712.551206417553,30457886.635269795,44999788.8,211.20000000298023,0.9999953066666666,3,3797,True,19712.0,0.0,0.8656970102670152,0,0.0,896.7146663229597,1.1468651945679247,74.92423956124634,"{""add_fix"": 1.0012867155991927, ""crossover_fix"": 6.919562805847531, ""mip_intensify"": 1.5518786594294476, ""remove_fix"": 3.2266004210992776, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.9034178988115181, ""swap_fix"": 1.5812258546748523}"
89,a3f0e91a6e,302,10,10,4,1,1,1,0,1078515.3612064177,19712.551206417553,30444230.347812273,44999788.8,211.20000000298023,0.9999953066666666,3,3833,True,19712.0,0.0,0.8708503660908182,0,0.0,896.8800615027839,1.2333137898108126,75.05622393537638,"{""add_fix"": 0.951222379819233, ""crossover_fix"": 6.573584665555154, ""mip_intensify"": 2.474284726457975, ""remove_fix"": 3.0652704000443136, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.9034178988115181, ""swap_fix"": 1.5021645619411097}"
90,8ae04844c6,303,9,9,3,2,2,0,1,1078515.3612064177,19712.551206417553,30444230.347812273,44999788.8,211.20000000298023,0.9999953066666666,3,3833,True,19712.0,0.0,0.8708503660908182,0,0.0,896.8800615027839,1.2333137898108126,75.05622393537638,"{""add_fix"": 0.8584781977868576, ""crossover_fix"": 5.932660160663526, ""mip_intensify"": 2.3505704901350764, ""remove_fix"": 3.0652704000443136, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.9034178988115181, ""swap_fix"": 1.5021645619411097}"
91,8ae04844c6,303,8,8,3,2,2,0,2,1078515.3612064177,19712.551206417553,30444230.347812273,44999788.8,211.20000000298023,0.9999953066666666,3,3833,True,19712.0,0.0,0.8708503660908182,0,0.0,896.8800615027839,1.2333137898108126,75.05622393537638,"{""add_fix"": 0.8584781977868576, ""crossover_fix"": 6.354225794998832, ""mip_intensify"": 2.2330419656283222, ""remove_fix"": 2.9120068800420977, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.9034178988115181, ""swap_fix"": 1.427056333844054}"
92,8ae04844c6,303,9,9,0,5,2,0,3,1078515.3612064177,19712.551206417553,30444230.347812273,44999788.8,211.20000000298023,0.9999953066666666,3,3833,True,19712.0,0.0,0.8708503660908182,0,0.0,896.8800615027839,1.2333137898108126,75.05622393537638,"{""add_fix"": 0.8584781977868576, ""crossover_fix"": 7.03651450524889, ""mip_intensify"": 2.2330419656283222, ""remove_fix"": 3.628086209237993, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.9034178988115181, ""swap_fix"": 2.2879183412942585}"
93,8ae04844c6,303,10,10,5,0,0,0,4,1078515.3612064177,19712.551206417553,30444230.347812273,44999788.8,211.20000000298023,0.9999953066666666,3,3833,True,19712.0,0.0,0.8708503660908182,0,0.0,896.8800615027839,1.2333137898108126,75.05622393537638,"{""add_fix"": 0.736037744827507, ""crossover_fix"": 6.684688779986446, ""mip_intensify"": 2.121389867346906, ""remove_fix"": 3.628086209237993, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.9034178988115181, ""swap_fix"": 2.2879183412942585}"
94,8ae04844c6,303,10,10,3,2,2,0,5,1078515.3612064177,19712.551206417553,30444230.347812273,44999788.8,211.20000000298023,0.9999953066666666,3,3833,True,19712.0,0.0,0.8708503660908182,0,0.0,896.8800615027839,1.2333137898108126,75.05622393537638,"{""add_fix"": 0.736037744827507, ""crossover_fix"": 6.350454340987123, ""mip_intensify"": 2.121389867346906, ""remove_fix"": 3.2743478038372884, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.8582470038709422, ""swap_fix"": 2.1735224242295454}"
95,8ae04844c6,303,9,9,3,2,2,0,6,1078515.3612064177,19712.551206417553,30444230.347812273,44999788.8,211.20000000298023,0.9999953066666666,3,3833,True,19712.0,0.0,0.8708503660908182,0,0.0,896.8800615027839,1.2333137898108126,75.05622393537638,"{""add_fix"": 0.736037744827507, ""crossover_fix"": 5.444720790603834, ""mip_intensify"": 2.121389867346906, ""remove_fix"": 2.9550988929631523, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.8582470038709422, ""swap_fix"": 2.1735224242295454}"
96,8ae04844c6,303,10,10,1,4,2,0,7,1078515.3612064177,19712.551206417553,30444230.347812273,44999788.8,211.20000000298023,0.9999953066666666,3,3833,True,19712.0,0.0,0.8708503660908182,0,0.0,896.8800615027839,1.2333137898108126,75.05622393537638,"{""add_fix"": 0.736037744827507, ""crossover_fix"": 6.86386051351996, ""mip_intensify"": 2.0153203739795607, ""remove_fix"": 2.8073439483149945, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.8582470038709422, ""swap_fix"": 2.064846303018068}"
97,8ae04844c6,303,9,9,2,3,2,0,8,1078515.3612064177,19712.551206417553,30444230.347812273,44999788.8,211.20000000298023,0.9999953066666666,3,3833,True,19712.0,0.0,0.8708503660908182,0,0.0,896.8800615027839,1.2333137898108126,75.05622393537638,"{""add_fix"": 0.736037744827507, ""crossover_fix"": 6.86386051351996, ""mip_intensify"": 1.9145543552805826, ""remove_fix"": 2.6669767508992446, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.8582470038709422, ""swap_fix"": 1.770347599050116}"
98,8ae04844c6,303,10,10,2,3,2,1,0,1078515.3612064177,19712.551206417553,30443811.960343245,44999788.8,211.20000000298023,0.9999953066666666,3,3835,True,19712.0,0.0,0.8796808859605172,0,0.0,896.7146663229597,1.4095140102716202,75.27115935064818,"{""add_fix"": 0.736037744827507, ""crossover_fix"": 6.8349024077791745, ""mip_intensify"": 1.9145543552805826, ""remove_fix"": 3.533627913354282, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.8153346536773951, ""swap_fix"": 1.770347599050116}"
99,8ae04844c6,303,10,10,5,0,0,0,1,1078515.3612064177,19712.551206417553,30443811.960343245,44999788.8,211.20000000298023,0.9999953066666666,3,3835,True,19712.0,0.0,0.8796808859605172,0,0.0,896.7146663229597,1.4095140102716202,75.27115935064818,"{""add_fix"": 0.6992358575861316, ""crossover_fix"": 6.493157287390216, ""mip_intensify"": 1.9145543552805826, ""remove_fix"": 3.189099191802239, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.8153346536773951, ""swap_fix"": 1.6818302190976102}"
100,b0ab2bced5,302,10,10,3,2,2,1,0,1078515.3612064177,19712.551206417553,30443717.53445222,44999788.8,211.20000000298023,0.9999953066666666,3,3835,True,19712.0,0.0,0.8677217875356088,0,0.0,896.535677018766,1.2104282164113185,74.99347909454484,"{""add_fix"": 0.6992358575861316, ""crossover_fix"": 6.517070729276185, ""mip_intensify"": 1.8188266375165534, ""remove_fix"": 3.029644232212127, ""station_capacity_fix"": 1.0, ""station_prune_fix"": 0.8153346536773951, ""swap_fix"": 1.6818302190976102}"
