prescreen_signature,subset_index,repaired_station_count,repaired_stations,operational_stations,station_repair_cost_usd,road_budget_remaining_usd,evaluation_mode,evaluation_complete,served_total,served_ev,served_non_ev,ev_completion_target,ev_target_shortfall,ev_target_feasible,queue_feasible,hard_feasible,max_station_utilization,unstable_station_count,nonfinite_wait_station_count,finite_system_time_min,direct_ev_demand,energy_reachable_ev,max_stable_served_ev,structurally_unreachable_ev,charging_capacity_shortfall_ev,station_entries_3hr_json,station_strict_capacities_3hr_json,selected_for_warmstart,warmstart_selection_reason
975b95bc64c1d316,28,3,C1;C4;C6,C1;C3;C4;C6;C8;C9,9744000.0,-4744000.0,flood_range_capacity_maxflow_oracle,1,1078484.4871522156,19681.67715221541,1058802.81,19712.0,30.32284778459143,0,0,0,0.999999,0,0,,18811.481133692498,19698.025873274997,19681.67715221541,203.9470770950029,16.348721059589252,"{""C1"": 49.27002372262774, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C6"": 309.691337442953, ""C8"": 15.308011602500002, ""C9"": 15.396693040000017}","{""C1"": 49.27002372262774, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C6"": 1007.0348783326328, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,29,3,C1;C4;C7,C1;C3;C4;C7;C8;C9,2928000.0,2072000.0,flood_range_capacity_maxflow_oracle,1,1078451.082655918,19648.272655918136,1058802.81,19712.0,63.72734408186443,0,0,0,0.999999,0,0,,18811.481133692498,19712.551206417498,19648.272655918136,189.42174395250186,64.2785504993609,"{""C1"": 49.27002372262774, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}","{""C1"": 49.27002372262774, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,30,3,C1;C5;C6,C1;C3;C5;C6;C8;C9,8724000.0,-3724000.0,flood_range_capacity_maxflow_oracle,1,1078508.9571463251,19706.147146324998,1058802.81,19712.0,5.852853675001825,0,1,0,0.999999,0,0,,18811.481133692498,19706.147146324998,19706.147146324998,195.82580404500186,0.0,"{""C1"": 49.27002372262774, ""C3"": 129.15081424528302, ""C5"": 263.51325, ""C6"": 422.0272200220893, ""C8"": 15.308011602500002, ""C9"": 15.396693040000017}","{""C1"": 49.27002372262774, ""C3"": 129.15081424528302, ""C5"": 263.51325, ""C6"": 1007.0348783326328, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,31,3,C1;C5;C7,C1;C3;C5;C7;C8;C9,1908000.0,3092000.0,flood_range_capacity_maxflow_oracle,1,1078363.2167674487,19560.40676744859,1058802.81,19712.0,151.59323255141135,0,0,0,0.999999,0,0,,18811.481133692498,19712.551206417498,19560.40676744859,189.42174395250186,152.14443896890805,"{""C1"": 49.27002372262774, ""C3"": 129.15081424528302, ""C5"": 263.51325, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}","{""C1"": 49.27002372262774, ""C3"": 129.15081424528302, ""C5"": 263.51325, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,32,3,C1;C6;C7,C1;C3;C6;C7;C8;C9,8712000.0,-3712000.0,flood_range_capacity_maxflow_oracle,1,1078442.9702683305,19640.160268330408,1058802.81,19712.0,71.83973166959186,0,0,0,0.999999,0,0,,18811.481133692498,19712.551206417498,19640.160268330408,189.42174395250186,72.39093808708935,"{""C1"": 49.27002372262774, ""C3"": 129.15081424528302, ""C6"": 579.4416149775, ""C7"": 68.54921645000002, ""C8"": 0.8672827900000044, ""C9"": 1.4001824525000046}","{""C1"": 49.27002372262774, ""C3"": 129.15081424528302, ""C6"": 1007.0348783326328, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,33,3,C2;C4;C5,C2;C3;C4;C5;C8;C9,2820000.0,2180000.0,flood_range_capacity_maxflow_oracle,1,1078508.9571463251,19706.147146324998,1058802.81,19712.0,5.852853675001825,0,1,0,0.999999,0,0,,18811.481133692498,19706.147146324998,19706.147146324998,195.82580404500186,0.0,"{""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C8"": 79.11384493670884, ""C9"": 41.50899498096122}","{""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,34,3,C2;C4;C6,C2;C3;C4;C6;C8;C9,9624000.0,-4624000.0,flood_range_capacity_maxflow_oracle,1,1078447.496262628,19644.68626262778,1058802.81,19712.0,67.3137373722202,0,0,0,0.999999,0,0,,18811.481133692498,19698.025873274997,19644.68626262778,203.9470770950029,53.339610647217114,"{""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C6"": 291.970501577953, ""C8"": 15.308011602500002, ""C9"": 15.396693040000017}","{""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C6"": 1007.0348783326328, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,35,3,C2;C4;C7,C2;C3;C4;C7;C8;C9,2808000.0,2192000.0,flood_range_capacity_maxflow_oracle,1,1078431.8126021957,19629.00260219551,1058802.81,19712.0,82.9973978044909,0,0,0,0.999999,0,0,,18811.481133692498,19712.551206417498,19629.00260219551,189.42174395250186,83.54860422198874,"{""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}","{""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,36,3,C2;C5;C6,C2;C3;C5;C6;C8;C9,8604000.0,-3604000.0,flood_range_capacity_maxflow_oracle,1,1078508.9571463251,19706.147146324998,1058802.81,19712.0,5.852853675001825,0,1,0,0.999999,0,0,,18811.481133692498,19706.147146324998,19706.147146324998,195.82580404500186,0.0,"{""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C5"": 263.51325, ""C6"": 441.2972737447169, ""C8"": 15.308011602500002, ""C9"": 15.396693040000017}","{""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C5"": 263.51325, ""C6"": 1007.0348783326328, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,37,3,C2;C5;C7,C2;C3;C5;C7;C8;C9,1788000.0,3212000.0,flood_range_capacity_maxflow_oracle,1,1078343.946713726,19541.136713725962,1058802.81,19712.0,170.86328627403782,0,0,0,0.999999,0,0,,18811.481133692498,19712.551206417498,19541.136713725962,189.42174395250186,171.414492691536,"{""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C5"": 263.51325, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}","{""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C5"": 263.51325, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,38,3,C2;C6;C7,C2;C3;C6;C7;C8;C9,8592000.0,-3592000.0,flood_range_capacity_maxflow_oracle,1,1078423.7002146079,19620.89021460778,1058802.81,19712.0,91.10978539221833,0,0,0,0.999999,0,0,,18811.481133692498,19712.551206417498,19620.89021460778,189.42174395250186,91.66099180971696,"{""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C6"": 579.4416149775, ""C7"": 68.54921645000002, ""C8"": 0.8672827900000044, ""C9"": 1.4001824525000046}","{""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C6"": 1007.0348783326328, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,39,3,C4;C5;C6,C3;C4;C5;C6;C8;C9,10164000.0,-5164000.0,flood_range_capacity_maxflow_oracle,1,1078508.9571463251,19706.147146324998,1058802.81,19712.0,5.852853675001825,0,1,0,0.999999,0,0,,18811.481133692498,19706.147146324998,19706.147146324998,195.82580404500186,0.0,"{""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C6"": 129.24223701767005, ""C8"": 10.724903165, ""C9"": 10.655669735000018}","{""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C6"": 1007.0348783326328, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,40,3,C4;C5;C7,C3;C4;C5;C7;C8;C9,3348000.0,1652000.0,flood_range_capacity_maxflow_oracle,1,1078515.3612064174,19712.551206417498,1058802.81,19712.0,0.0,1,1,1,0.999999,0,0,,18811.481133692498,19712.551206417498,19712.551206417498,189.42174395250186,1.1368683772161603e-13,"{""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C7"": 123.62160676056338, ""C8"": 32.0050807971067, ""C9"": 1.4001824525000046}","{""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",1,user-specified 3/4-station queue-feasible warm start
975b95bc64c1d316,41,3,C4;C6;C7,C3;C4;C6;C7;C8;C9,10152000.0,-5152000.0,flood_range_capacity_maxflow_oracle,1,1078475.3288565828,19672.51885658278,1058802.81,19712.0,39.481143417218846,0,0,0,0.999999,0,0,,18811.481133692498,19712.551206417498,19672.51885658278,189.42174395250186,40.032349834717024,"{""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C6"": 309.691337442953, ""C7"": 68.54896749000002, ""C8"": 0.8672827900000044, ""C9"": 1.4001824525000046}","{""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C6"": 1007.0348783326328, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,42,3,C5;C6;C7,C3;C5;C6;C7;C8;C9,9132000.0,-4132000.0,flood_range_capacity_maxflow_oracle,1,1078515.3612064174,19712.551206417498,1058802.81,19712.0,0.0,1,1,1,0.999999,0,0,,18811.481133692498,19712.551206417498,19712.551206417498,189.42174395250186,0.0,"{""C3"": 129.15081424528302, ""C5"": 263.51325, ""C6"": 471.297243744717, ""C7"": 34.84129949250001, ""C8"": 0.8672827900000044, ""C9"": 1.4001824525000046}","{""C3"": 129.15081424528302, ""C5"": 263.51325, ""C6"": 1007.0348783326328, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,requested explicit package skipped because station cost exceeds budget
975b95bc64c1d316,43,4,C1;C2;C4;C5,C1;C2;C3;C4;C5;C8;C9,3180000.0,1820000.0,flood_range_capacity_maxflow_oracle,1,1078508.9571463251,19706.147146324998,1058802.81,19712.0,5.852853675001825,0,1,0,0.999999,0,0,,18811.481133692498,19706.147146324998,19706.147146324998,195.82580404500186,0.0,"{""C1"": 49.27002372262774, ""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C8"": 60.697146460042305, ""C9"": 10.655669735000018}","{""C1"": 49.27002372262774, ""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,44,4,C1;C2;C4;C6,C1;C2;C3;C4;C6;C8;C9,9984000.0,-4984000.0,flood_range_capacity_maxflow_oracle,1,1078496.7662863506,19693.956286350407,1058802.81,19712.0,18.043713649592974,0,0,0,0.999999,0,0,,18811.481133692498,19698.025873274997,19693.956286350407,203.9470770950029,4.06958692458943,"{""C1"": 49.27002372262774, ""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C6"": 291.970501577953, ""C8"": 15.308011602500002, ""C9"": 15.396693040000017}","{""C1"": 49.27002372262774, ""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C6"": 1007.0348783326328, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,45,4,C1;C2;C4;C7,C1;C2;C3;C4;C7;C8;C9,3168000.0,1832000.0,flood_range_capacity_maxflow_oracle,1,1078481.082625918,19678.272625918136,1058802.81,19712.0,33.72737408186367,0,0,0,0.999999,0,0,,18811.481133692498,19712.551206417498,19678.272625918136,189.42174395250186,34.27858049936094,"{""C1"": 49.27002372262774, ""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}","{""C1"": 49.27002372262774, ""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
