prescreen_signature,subset_index,repaired_station_count,repaired_stations,operational_stations,station_repair_cost_usd,road_budget_remaining_usd,evaluation_mode,evaluation_complete,served_total,served_ev,served_non_ev,ev_completion_target,ev_target_shortfall,ev_target_feasible,queue_feasible,hard_feasible,max_station_utilization,unstable_station_count,nonfinite_wait_station_count,finite_system_time_min,direct_ev_demand,energy_reachable_ev,max_stable_served_ev,structurally_unreachable_ev,charging_capacity_shortfall_ev,station_entries_3hr_json,station_strict_capacities_3hr_json,selected_for_warmstart,warmstart_selection_reason
975b95bc64c1d316,46,4,C1;C2;C5;C6,C1;C2;C3;C5;C6;C8;C9,8964000.0,-3964000.0,flood_range_capacity_maxflow_oracle,1,1078508.9571463251,19706.147146324998,1058802.81,19712.0,5.852853675001825,0,1,0,0.999999,0,0,,18811.481133692498,19706.147146324998,19706.147146324998,195.82580404500186,0.0,"{""C1"": 49.27002372262774, ""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C5"": 263.51325, ""C6"": 392.0272500220892, ""C8"": 15.308011602500002, ""C9"": 15.396693040000017}","{""C1"": 49.27002372262774, ""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C5"": 263.51325, ""C6"": 1007.0348783326328, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,47,4,C1;C2;C5;C7,C1;C2;C3;C5;C7;C8;C9,2148000.0,2852000.0,flood_range_capacity_maxflow_oracle,1,1078393.2167374487,19590.40673744859,1058802.81,19712.0,121.59326255141059,0,0,0,0.999999,0,0,,18811.481133692498,19712.551206417498,19590.40673744859,189.42174395250186,122.1444689689082,"{""C1"": 49.27002372262774, ""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C5"": 263.51325, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}","{""C1"": 49.27002372262774, ""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C5"": 263.51325, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,48,4,C1;C2;C6;C7,C1;C2;C3;C6;C7;C8;C9,8952000.0,-3952000.0,flood_range_capacity_maxflow_oracle,1,1078472.9702383305,19670.16023833041,1058802.81,19712.0,41.8397616695911,0,0,0,0.999999,0,0,,18811.481133692498,19712.551206417498,19670.16023833041,189.42174395250186,42.39096808708928,"{""C1"": 49.27002372262774, ""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C6"": 579.4416149775, ""C7"": 68.54921645000002, ""C8"": 0.8672827900000044, ""C9"": 1.4001824525000046}","{""C1"": 49.27002372262774, ""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C6"": 1007.0348783326328, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,49,4,C1;C4;C5;C6,C1;C3;C4;C5;C6;C8;C9,10524000.0,-5524000.0,flood_range_capacity_maxflow_oracle,1,1078508.9571463251,19706.147146324998,1058802.81,19712.0,5.852853675001825,0,1,0,0.999999,0,0,,18811.481133692498,19706.147146324998,19706.147146324998,195.82580404500186,0.0,"{""C1"": 49.27002372262774, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C6"": 79.97221329504237, ""C8"": 10.724903165, ""C9"": 10.655669735000018}","{""C1"": 49.27002372262774, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C6"": 1007.0348783326328, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,50,4,C1;C4;C5;C7,C1;C3;C4;C5;C7;C8;C9,3708000.0,1292000.0,flood_range_capacity_maxflow_oracle,1,1078515.3612064174,19712.551206417498,1058802.81,19712.0,0.0,1,1,1,0.999999,0,0,,18811.481133692498,19712.551206417498,19712.551206417498,189.42174395250186,0.0,"{""C1"": 49.27002372262774, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C7"": 105.48938104504231, ""C8"": 0.8672827900000044, ""C9"": 1.4001824525000046}","{""C1"": 49.27002372262774, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",1,user-specified 3/4-station queue-feasible warm start
975b95bc64c1d316,51,4,C1;C4;C6;C7,C1;C3;C4;C6;C7;C8;C9,10512000.0,-5512000.0,flood_range_capacity_maxflow_oracle,1,1078515.3612064174,19712.551206417498,1058802.81,19712.0,0.0,1,1,1,0.999999,0,0,,18811.481133692498,19712.551206417498,19712.551206417498,189.42174395250186,0.0,"{""C1"": 49.27002372262774, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C6"": 300.45366355504234, ""C7"": 68.54896749000002, ""C8"": 0.8672827900000044, ""C9"": 1.4001824525000046}","{""C1"": 49.27002372262774, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C6"": 1007.0348783326328, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,requested explicit package skipped because station cost exceeds budget
975b95bc64c1d316,52,4,C1;C5;C6;C7,C1;C3;C5;C6;C7;C8;C9,9492000.0,-4492000.0,flood_range_capacity_maxflow_oracle,1,1078515.3612064174,19712.551206417498,1058802.81,19712.0,0.0,1,1,1,0.999999,0,0,,18811.481133692498,19712.551206417498,19712.551206417498,189.42174395250186,0.0,"{""C1"": 49.27002372262774, ""C3"": 129.15081424528302, ""C5"": 263.51325, ""C6"": 422.0272200220893, ""C7"": 34.84129949250001, ""C8"": 0.8672827900000044, ""C9"": 1.4001824525000046}","{""C1"": 49.27002372262774, ""C3"": 129.15081424528302, ""C5"": 263.51325, ""C6"": 1007.0348783326328, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,requested explicit package skipped because station cost exceeds budget
975b95bc64c1d316,53,4,C2;C4;C5;C6,C2;C3;C4;C5;C6;C8;C9,10404000.0,-5404000.0,flood_range_capacity_maxflow_oracle,1,1078508.9571463251,19706.147146324998,1058802.81,19712.0,5.852853675001825,0,1,0,0.999999,0,0,,18811.481133692498,19706.147146324998,19706.147146324998,195.82580404500186,0.0,"{""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C6"": 99.2422670176702, ""C8"": 10.724903165, ""C9"": 10.655669735000018}","{""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C6"": 1007.0348783326328, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,54,4,C2;C4;C5;C7,C2;C3;C4;C5;C7;C8;C9,3588000.0,1412000.0,flood_range_capacity_maxflow_oracle,1,1078515.3612064174,19712.551206417498,1058802.81,19712.0,0.0,1,1,1,0.999999,0,0,,18811.481133692498,19712.551206417498,19712.551206417498,189.42174395250186,0.0,"{""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C7"": 123.62160676056338, ""C8"": 2.0051107971066813, ""C9"": 1.4001824525000046}","{""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",1,user-specified 3/4-station queue-feasible warm start
975b95bc64c1d316,55,4,C2;C4;C6;C7,C2;C3;C4;C6;C7;C8;C9,10392000.0,-5392000.0,flood_range_capacity_maxflow_oracle,1,1078487.6079907177,19684.79799071778,1058802.81,19712.0,27.202009282220388,0,0,0,0.999999,0,0,,18811.481133692498,19712.551206417498,19684.79799071778,189.42174395250186,27.753215699716975,"{""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C6"": 291.970501577953, ""C7"": 68.54896749000002, ""C8"": 0.8672827900000044, ""C9"": 1.4001824525000046}","{""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C6"": 1007.0348783326328, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,56,4,C2;C5;C6;C7,C2;C3;C5;C6;C7;C8;C9,9372000.0,-4372000.0,flood_range_capacity_maxflow_oracle,1,1078515.3612064174,19712.551206417498,1058802.81,19712.0,0.0,1,1,1,0.999999,0,0,,18811.481133692498,19712.551206417498,19712.551206417498,189.42174395250186,2.2737367544323206e-13,"{""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C5"": 263.51325, ""C6"": 441.2972737447169, ""C7"": 34.84129949250001, ""C8"": 0.8672827900000044, ""C9"": 1.4001824525000046}","{""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C5"": 263.51325, ""C6"": 1007.0348783326328, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,requested explicit package skipped because station cost exceeds budget
975b95bc64c1d316,57,4,C4;C5;C6;C7,C3;C4;C5;C6;C7;C8;C9,10932000.0,-5932000.0,flood_range_capacity_maxflow_oracle,1,1078515.3612064174,19712.551206417498,1058802.81,19712.0,0.0,1,1,1,0.999999,0,0,,18811.481133692498,19712.551206417498,19712.551206417498,189.42174395250186,0.0,"{""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C6"": 129.24223701767005, ""C7"": 25.517167750000013, ""C8"": 0.8672827900000044, ""C9"": 1.4001824525000046}","{""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C6"": 1007.0348783326328, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,requested explicit package skipped because station cost exceeds budget
975b95bc64c1d316,58,5,C1;C2;C4;C5;C6,C1;C2;C3;C4;C5;C6;C8;C9,10764000.0,-5764000.0,flood_range_capacity_maxflow_oracle,1,1078508.9571463251,19706.147146324998,1058802.81,19712.0,5.852853675001825,0,1,0,0.999999,0,0,,18811.481133692498,19706.147146324998,19706.147146324998,195.82580404500186,0.0,"{""C1"": 49.27002372262774, ""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C6"": 49.972243295042404, ""C8"": 10.724903165, ""C9"": 10.655669735000018}","{""C1"": 49.27002372262774, ""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C6"": 1007.0348783326328, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,59,5,C1;C2;C4;C5;C7,C1;C2;C3;C4;C5;C7;C8;C9,3948000.0,1052000.0,flood_range_capacity_maxflow_oracle,1,1078515.3612064174,19712.551206417498,1058802.81,19712.0,0.0,1,1,1,0.999999,0,0,,18811.481133692498,19712.551206417498,19712.551206417498,189.42174395250186,0.0,"{""C1"": 49.27002372262774, ""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C7"": 75.48941104504235, ""C8"": 0.8672827900000044, ""C9"": 1.4001824525000046}","{""C1"": 49.27002372262774, ""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,60,5,C1;C2;C4;C6;C7,C1;C2;C3;C4;C6;C7;C8;C9,10752000.0,-5752000.0,flood_range_capacity_maxflow_oracle,1,1078515.3612064174,19712.551206417498,1058802.81,19712.0,0.0,1,1,1,0.999999,0,0,,18811.481133692498,19712.551206417498,19712.551206417498,189.42174395250186,0.0,"{""C1"": 49.27002372262774, ""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C6"": 270.45369355504226, ""C7"": 68.54896749000002, ""C8"": 0.8672827900000044, ""C9"": 1.4001824525000046}","{""C1"": 49.27002372262774, ""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C6"": 1007.0348783326328, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,61,5,C1;C2;C5;C6;C7,C1;C2;C3;C5;C6;C7;C8;C9,9732000.0,-4732000.0,flood_range_capacity_maxflow_oracle,1,1078515.3612064174,19712.551206417498,1058802.81,19712.0,0.0,1,1,1,0.999999,0,0,,18811.481133692498,19712.551206417498,19712.551206417498,189.42174395250186,0.0,"{""C1"": 49.27002372262774, ""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C5"": 263.51325, ""C6"": 392.0272500220892, ""C7"": 34.84129949250001, ""C8"": 0.8672827900000044, ""C9"": 1.4001824525000046}","{""C1"": 49.27002372262774, ""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C5"": 263.51325, ""C6"": 1007.0348783326328, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,62,5,C1;C4;C5;C6;C7,C1;C3;C4;C5;C6;C7;C8;C9,11292000.0,-6292000.0,flood_range_capacity_maxflow_oracle,1,1078515.3612064174,19712.551206417498,1058802.81,19712.0,0.0,1,1,1,0.999999,0,0,,18811.481133692498,19712.551206417498,19712.551206417498,189.42174395250186,0.0,"{""C1"": 49.27002372262774, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C6"": 79.97221329504225, ""C7"": 25.517167750000013, ""C8"": 0.8672827900000044, ""C9"": 1.4001824525000046}","{""C1"": 49.27002372262774, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C6"": 1007.0348783326328, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,63,5,C2;C4;C5;C6;C7,C2;C3;C4;C5;C6;C7;C8;C9,11172000.0,-6172000.0,flood_range_capacity_maxflow_oracle,1,1078515.3612064174,19712.551206417498,1058802.81,19712.0,0.0,1,1,1,0.999999,0,0,,18811.481133692498,19712.551206417498,19712.551206417498,189.42174395250186,0.0,"{""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C6"": 99.24226701767009, ""C7"": 25.517167750000013, ""C8"": 0.8672827900000044, ""C9"": 1.4001824525000046}","{""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C6"": 1007.0348783326328, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
975b95bc64c1d316,64,6,C1;C2;C4;C5;C6;C7,C1;C2;C3;C4;C5;C6;C7;C8;C9,11532000.0,-6532000.0,flood_range_capacity_maxflow_oracle,1,1078515.3612064174,19712.551206417498,1058802.81,19712.0,0.0,1,1,1,0.999999,0,0,,18811.481133692498,19712.551206417498,19712.551206417498,189.42174395250186,0.0,"{""C1"": 49.27002372262774, ""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C6"": 49.97224329504229, ""C7"": 25.517167750000013, ""C8"": 0.8672827900000044, ""C9"": 1.4001824525000046}","{""C1"": 49.27002372262774, ""C2"": 29.999969999999998, ""C3"": 129.15081424528302, ""C4"": 351.37913846954706, ""C5"": 263.51325, ""C6"": 1007.0348783326328, ""C7"": 123.62160676056338, ""C8"": 79.11384493670884, ""C9"": 104.25609409090907}",0,
